사번,이름,채용경로,성별,나이,근속기간,출신대학,대학구분,학점,학력,입사년도,직군,팀구분,퇴직구분,매니저여부,잔업시간,성과점수,미사용.휴가일수,연봉,사업장위치,본인.인지능력,본인.인내력,본인.실행력,매니저.비전,매니저.소통,매니저.실행력,직원만족도,매출액.천원,불량건수
3382,조대로,공채,남,36,14.8,순천대학교,기타,75.78,전문대,2011,경영지원,마케팅팀,No,No,98,50.1,15,93126633,서울(본사),83,88,72,87,74,46,65.2,NA,NA
4627,조경숙,공채,여,29,13.8,한양대학교,top8,89.33,학사,2013,연구개발,마케팅팀,No,No,39,51.2,0,92851494,미국,89,93,97,91,71,5,59.5,NA,NA
1099,윤규건,공채,남,30,9,동국대학교,기타,69.78,고졸,2016,제조생산,기술팀,No,No,201,39.4,20,35143924,서울(본사),85,79,62,3,6,13,38.1,NA,10
1807,강경택,공채,남,43,23.3,서강대학교,top8,81.56,학사,2011,연구개발,기술팀,No,No,28,23.6,20,113236876,서울(본사),94,68,79,18,12,34,39.9,NA,NA
5172,장가연,인턴,여,26,18.6,중앙대학교,기타,79.56,석사,2016,제조생산,인력팀,No,Yes,153,34.8,8,74002987,미국,82,92,75,83,92,32,65.9,NA,10
1060,임가설,공채,여,29,22.7,연세대학교,top5,91.33,전문대,2015,연구개발,품질보증팀,No,Yes,70,56.8,10,116289341,일본,97,97,86,14,62,6,47.7,NA,NA
2849,강남연,공채,남,39,18.7,연세대학교,top5,73.11,석사,2014,연구개발,생산팀,No,No,90,63.1,4,95127987,중국,97,98,92,12,23,0,46,NA,NA
514,임경수,공채,남,36,19.3,홍익대학교,기타,78.44,학사,2011,연구개발,생산팀,No,No,154,48.9,13,117879133,일본,85,82,63,11,33,20,42.7,NA,NA
2292,강규만,공채,남,41,20.4,영남대학교,기타,66.67,학사,2012,제조생산,기술팀,No,No,506,44.1,7,67460557,대전(연구소),88,91,89,30,11,24,48.5,NA,8
1160,윤규경,공채,남,28,20.8,아주대학교,기타,77.78,학사,2016,연구개발,인력팀,No,Yes,225,71.3,4,104574202,대전(연구소),91,76,89,56,79,18,61.7,NA,NA
3033,하규범,공채,남,39,23.3,건국대학교,기타,80,석사,2014,제조생산,인력팀,No,No,328,37.8,23,30127987,베트남,71,94,72,87,92,71,70.8,NA,39
4268,류강백,공채,남,34,14.7,아주대학교,기타,84,전문대,2010,연구개발,기술팀,No,No,157,37.4,7,123677813,미국,72,70,82,32,12,4,39.7,NA,NA
3743,박기영,산학,남,41,21.9,충북대학교,수도권,69.78,학사,2015,제조생산,기술팀,No,No,216,35.1,11,29985557,베트남,68,71,74,11,9,46,43.7,NA,27
2581,최경빈,공채,여,45,29,경희대학교(국제캠퍼스),기타,71.78,학사,2012,제조생산,생산팀,No,No,165,51.4,2,65037050,서울(본사),79,97,98,3,24,11,47.2,NA,1
1816,하가주,공채,여,46,32.8,단국대학교,기타,81.11,학사,2013,연구개발,사업팀,Yes,No,151,52.9,13,93290835,중국,98,71,93,40,25,11,42,NA,NA
5526,박경수,인턴,남,26,5,서강대학교,top8,80.22,전문대,2015,마케팅영업,생산팀,No,No,76,27.7,8,42428785,서울(본사),80,96,74,29,18,12,41,115078,NA
1115,장강백,공채,남,26,7.9,부산대학교,국립,88.67,학사,2016,제조생산,금융팀,No,No,184,38.6,13,29428785,서울(본사),87,75,66,21,5,69,51.1,NA,4
2504,조건섭,산학,남,40,32.3,경북대학교,국립,75.78,고졸,2013,제조생산,생산팀,No,Yes,315,54.6,3,114957120,미국,82,75,86,18,24,18,45.2,NA,32
3031,주군모,공채,남,38,21.1,한국기술교육대학교,기타,82.44,고졸,2014,제조생산,금융팀,No,No,242,42.6,21,28924202,베트남,86,95,98,68,30,95,55.7,NA,19
3640,여가선,산학,여,35,22,한국과학기술원,top5,72.09,학사,2015,제조생산,기술팀,No,No,199,36,14,37574202,중국,91,81,76,28,11,19,42.5,NA,18
298,최기백,해외,남,38,18.2,MICHIGAN TECHNOLOGICAL UNIVERSITY,해외,88,학사,2010,연구개발,품질보증팀,Yes,No,173,42.6,8,102774202,서울(본사),81,90,66,16,6,3,37.5,NA,NA
3046,정건표,공채,남,43,31.7,서울과학기술대학교,기타,86.67,학사,2015,연구개발,기술팀,No,Yes,99,34.6,26,104005974,베트남,88,75,83,14,15,36,41.7,NA,NA
541,주기남,공채,남,35,18.9,UNIVERSITY OF CALIFORNIA,해외,86.44,학사,2011,경영지원,사업팀,No,No,58,48.3,18,66450348,베트남,72,98,86,6,46,49,45.4,NA,NA
2485,강경륜,산학,남,39,18.7,충북대학교,기타,62,학사,2013,연구개발,기술팀,No,No,124,49,16,101127987,서울(본사),92,83,87,16,6,41,47.1,NA,NA
4884,윤기민,공채,남,34,12.1,중앙대학교,기타,82.22,석사,2012,연구개발,기술팀,Yes,No,233,80.6,10,80859063,서울(본사),97,90,71,12,18,48,42.5,NA,NA
3733,조기태,공채,남,37,30,서경대학교,기타,78.89,학사,2015,경영지원,신규서비스개발팀,No,Yes,67,30,17,130433265,미국,70,78,84,45,61,77,56.1,NA,NA
4102,정규경,산학,남,35,13.8,서울대학교,top5,78.22,학사,2016,제조생산,기술팀,No,No,199,35.7,14,42287848,서울(본사),72,87,86,15,1,8,40.6,NA,3
160,김규화,인턴,여,31,16.4,연세대학교,top5,83.78,석사,2013,경영지원,금융팀,No,No,13,49.4,6,41359063,베트남,72,90,100,5,72,88,61.1,NA,NA
1114,최기담,공채,남,32,13,0,해외,88,전문대,2016,연구개발,품질보증팀,No,No,96,32.4,27,53001494,베트남,76,81,96,32,29,43,45,NA,NA
3762,하강규,공채,남,38,19.8,아주대학교,기타,90.44,학사,2015,제조생산,기술팀,No,No,332,37.5,24,49574202,대전(연구소),100,83,86,28,5,23,42.5,NA,11
3025,윤고운,공채,여,31,14.4,성균관대학교,top8,74.67,학사,2012,연구개발,기술팀,No,No,5,46,11,89084063,서울(본사),87,90,63,6,12,31,37.5,NA,NA
2929,박강린,공채,여,37,22.3,성균관대학교,top8,80,학사,2014,제조생산,기술팀,No,No,167,53.5,9,19556772,베트남,100,97,90,15,5,47,45.9,NA,14
512,전강수,공채,남,30,12.2,한국외국어대학교(용인캠퍼스),기타,79.33,박사,2011,연구개발,사업팀,No,No,33,68.7,7,144606424,미국,90,83,86,13,33,25,47.8,NA,NA
304,조경주,공채,여,36,28.7,영남대학교,기타,68,석사,2011,마케팅영업,사업팀,Yes,Yes,185,44.6,1,101440835,미국,89,89,82,75,20,17,42.9,63725,NA
3913,장경모,산학,남,45,25.1,동의대학교,수도권,93.56,학사,2015,제조생산,기술팀,No,No,218,37,11,59575696,서울(본사),85,90,74,23,16,29,43,NA,6
2598,한규강,공채,남,37,19.5,서울시립대학교,기타,86.28,고졸,2012,경영지원,기술팀,No,No,8,29.2,5,66082917,베트남,76,98,89,21,4,50,39.9,NA,NA
2675,정교묵,해외,남,45,25,성균관대학교,수도권,88,고졸,2013,연구개발,기술팀,No,No,58,59.2,12,124700696,일본,71,92,74,26,18,14,46.9,NA,NA
5052,조국태,공채,남,33,22.5,홍익대학교,수도권,86.44,석사,2012,마케팅영업,생산팀,No,Yes,65,50.3,13,71118126,베트남,92,73,79,27,30,34,42.3,51308,NA
3786,장가실,공채,여,36,31.7,한양대학교,top8,76,학사,2015,제조생산,기술팀,No,Yes,211,30.4,5,46290835,베트남,85,72,90,19,7,41,41.5,NA,16
4713,김국영,공채,여,30,13.3,건국대학교,수도권,91.33,고졸,2014,제조생산,사업팀,No,No,256,35.2,9,10192778,베트남,72,79,66,76,42,18,55.7,NA,16
5487,박기민,인턴,남,31,12.9,경희대학교(국제캠퍼스),기타,74,박사,2014,제조생산,사업팀,No,No,188,40,13,72872709,서울(본사),83,95,64,25,37,6,49.4,NA,3
697,정경진,공채,여,31,12.3,연세대학교,top5,87.21,고졸,2012,연구개발,생산팀,No,No,26,60,9,86184063,서울(본사),72,85,63,17,16,22,46,NA,NA
3338,조가람,공채,여,38,22.3,경기대학교,기타,87.11,석사,2014,마케팅영업,마케팅팀,No,No,8,52.9,7,58985557,서울(본사),72,69,96,93,74,45,64.2,47426,NA
5584,최경복,공채,남,37,19.2,서울시립대학교,기타,77.33,석사,2010,제조생산,생산팀,Yes,No,364,61.4,3,65145417,미국,90,82,94,26,11,14,41,NA,32
1322,최규광,인턴,남,33,14.9,경북대학교,국립,75.33,학사,2011,연구개발,생산팀,No,No,55,65.3,6,73780278,베트남,87,83,81,10,20,46,50.5,NA,NA
4131,박규건,산학,남,47,28.1,고려대학교,top5,67.11,전문대,2012,연구개발,기술팀,No,No,159,38.7,15,94183265,베트남,69,79,69,36,11,43,41.7,NA,NA
266,주가진,공채,여,43,24.6,금오공과대학교,기타,70.67,학사,2011,제조생산,사업팀,No,No,144,58,11,65179481,서울(본사),67,90,73,20,24,19,54.5,NA,5
5592,한경연,공채,여,35,31.2,덕성여자대학교,기타,78.67,학사,2015,제조생산,마케팅팀,No,Yes,179,37.9,14,44862050,베트남,76,97,66,73,74,57,65.6,NA,17
85,정경복,인턴,남,31,12,성균관대학교,top8,71.56,학사,2011,제조생산,금융팀,No,No,225,48.5,11,50312709,서울(본사),74,74,98,11,23,79,56.8,NA,3
715,윤가숙,공채,여,30,16,상명대학교,기타,80.22,석사,2012,마케팅영업,기술팀,No,No,385,51.4,9,53780278,서울(본사),94,69,76,1,9,70,46.1,51057,NA
2558,주강백,산학,남,41,23.2,인하대학교,기타,85.11,학사,2013,마케팅영업,마케팅팀,No,No,13,48,12,94885557,미국,98,92,99,89,75,9,62.1,66527,NA
754,강공명,공채,남,35,16.8,인하대학교,기타,88,고졸,2012,연구개발,금융팀,No,No,50,43.1,17,98600348,서울(본사),78,67,66,52,29,64,56.7,NA,NA
665,정경아,공채,여,30,14.6,아주대학교,기타,86.89,학사,2012,연구개발,기술팀,No,No,117,53,2,83580278,서울(본사),87,94,96,10,2,14,41.9,NA,NA
3710,윤국도,산학,남,51,32.5,경희대학교,기타,83.33,학사,2015,경영지원,금융팀,No,No,48,36.1,4,113148404,일본,86,79,95,58,29,74,53.8,NA,NA
4622,하건표,공채,남,36,14.9,동국대학교,기타,77.78,학사,2012,연구개발,기술팀,No,No,295,43,11,100554133,대전(연구소),78,87,90,7,9,7,36.6,NA,NA
5515,정가인,인턴,여,29,11.2,연세대학교,top5,88.67,석사,2014,연구개발,생산팀,No,No,68,76.5,7,93351494,미국,98,71,82,27,28,17,47.9,NA,NA
1837,한경아,공채,여,37,20.1,고려대학교,top5,84.89,석사,2013,연구개발,마케팅팀,No,No,2,68,7,90781772,서울(본사),91,97,98,93,71,6,61.1,NA,NA
4921,조군모,공채,남,32,22.1,연세대학교,top5,70.89,고졸,2014,연구개발,마케팅팀,No,Yes,85,42.5,20,93314341,베트남,68,68,73,92,71,46,64.2,NA,NA
772,윤강수,공채,남,30,13.7,인하대학교,기타,63.56,석사,2012,연구개발,마케팅팀,No,No,234,41.3,15,106306424,일본,78,90,73,74,74,19,60.8,NA,NA
1479,조건섭,공채,남,41,21.8,부경대학교,기타,75.78,학사,2011,마케팅영업,사업팀,No,No,132,26.4,17,55035557,베트남,84,72,63,30,39,36,43.9,83729,NA
4504,조경무,해외,남,39,19.1,PURDUE UNIVERSITY--W,해외,50,전문대,2012,제조생산,사업팀,No,No,163,39.7,4,64002987,중국,68,96,88,13,25,6,43.9,NA,27
5566,정경도,인턴,남,30,10.1,계명대학교,기타,86.67,학사,2015,연구개발,인력팀,No,No,146,75,5,78143924,대전(연구소),100,91,66,84,73,26,62.8,NA,NA
4291,임강수,공채,남,39,30,제주대학교,기타,81.11,전문대,2011,연구개발,생산팀,No,Yes,191,65.1,11,139580835,서울(본사),100,100,71,28,15,20,48.5,NA,NA
4361,박강린,공채,여,48,32.6,서울대학교,top5,70.93,석사,2015,제조생산,생산팀,No,No,120,54,9,56148404,서울(본사),93,75,71,20,36,8,42.3,NA,3
2620,정규건,공채,남,33,16,서경대학교,기타,71.11,전문대,2010,경영지원,기술팀,Yes,No,280,44,12,102330278,미국,95,97,95,30,21,32,39.4,NA,NA
18,정경모,인턴,남,31,10.4,성균관대학교,top8,88,학사,2011,마케팅영업,금융팀,No,No,183,61.3,12,123400546,베트남,68,98,95,51,18,85,61.6,128093,NA
2887,하경륜,인턴,남,34,14.2,부산대학교,국립,82.22,학사,2012,연구개발,기술팀,No,No,160,55.5,20,91209063,서울(본사),77,98,81,32,13,50,50.7,NA,NA
4930,이기민,공채,남,29,9.8,전남대학교,국립,78.22,학사,2015,마케팅영업,생산팀,No,No,55,32.6,23,47615139,서울(본사),82,70,78,30,29,17,41.6,65853,NA
152,임교묵,공채,남,32,12.9,인디아나주립대학,해외,78,학사,2013,연구개발,인력팀,No,No,52,47.7,21,91101494,중국,68,97,97,72,85,18,62.2,NA,NA
5632,정규탁,공채,남,28,7.1,서울대학교,top5,88.84,박사,2015,제조생산,품질보증팀,No,No,194,31.2,4,65286354,서울(본사),95,96,62,23,46,9,44.4,NA,3
1592,여경주,공채,여,39,24.1,인하대학교,기타,82.22,학사,2011,제조생산,기술팀,No,No,154,59.6,6,34464341,베트남,71,94,87,20,8,40,49.8,NA,13
3523,윤규만,공채,남,38,16.4,인하대학교,기타,74.22,박사,2015,연구개발,금융팀,No,No,109,51.5,17,134574202,일본,100,98,98,36,39,78,55.7,NA,NA
1307,정경무,공채,남,36,16.1,울산대학교,기타,79.33,학사,2010,제조생산,기술팀,No,No,345,37.5,24,65616633,대전(연구소),83,83,94,15,9,0,42,NA,17
652,장길성,공채,남,35,16.1,동서대학교,기타,92,전문대,2012,제조생산,사업팀,No,No,166,51,5,33337848,베트남,94,96,64,3,33,48,47.9,NA,17
2106,정교묵,공채,남,47,25.5,부경대학교,기타,80.67,전문대,2011,제조생산,생산팀,No,No,173,44.6,11,78608265,서울(본사),72,100,98,5,16,21,44.1,NA,3
5559,윤국만,인턴,남,29,16.4,서강대학교,top8,81.33,학사,2015,마케팅영업,품질보증팀,No,Yes,22,28.2,18,54002987,베트남,72,80,62,39,36,48,46.9,25029,NA
2267,정남연,산학,남,47,28,한양대학교,top8,80.22,학사,2012,마케팅영업,기술팀,No,No,120,41.7,15,88952015,서울(본사),85,83,64,24,4,9,38,38671,NA
4008,최규로,인턴,남,40,19.8,연세대학교,top5,76.74,박사,2012,마케팅영업,마케팅팀,No,No,114,50,10,78625522,베트남,81,93,91,91,71,31,63.1,54210,NA
5629,정경택,공채,남,27,8.3,서울대학교,top5,83.72,학사,2015,제조생산,인력팀,No,No,209,37.8,27,33857570,서울(본사),91,87,63,91,87,48,67.2,NA,5
5296,최가숙,공채,여,31,14.3,서강대학교,top8,88.44,학사,2010,제조생산,기술팀,No,No,276,59.7,5,71179063,미국,68,84,81,25,15,21,45.9,NA,15
2140,강경규,공채,남,41,21.5,인하대학교,기타,70.67,학사,2011,연구개발,마케팅팀,No,No,67,54.1,9,109685557,서울(본사),80,94,97,95,73,18,62.9,NA,NA
4507,한규로,인턴,남,33,13.8,건국대학교,수도권,89.78,학사,2012,연구개발,기술팀,No,No,28,47.6,11,110142778,일본,87,96,74,26,6,1,40.1,NA,NA
1174,하국도,인턴,남,26,9.5,연세대학교(원주),기타,93.56,학사,2016,연구개발,인력팀,No,No,90,35.6,6,44428785,베트남,94,75,82,56,81,58,61.5,NA,NA
4916,장가설,공채,여,26,10.9,고려대학교,top5,66.89,학사,2014,제조생산,기술팀,No,No,120,35.3,7,43615139,일본,88,68,70,15,19,30,41.2,NA,4
76,최건섭,공채,남,36,20,경기대학교,기타,86.22,석사,2016,제조생산,품질보증팀,No,No,479,72.8,16,43716633,대전(연구소),96,94,76,26,56,16,52.3,NA,24
3724,임경주,공채,여,36,20.2,단국대학교,기타,92,학사,2015,제조생산,기술팀,No,No,182,29,16,54002987,일본,74,75,83,21,12,29,40,NA,3
3400,김경수,산학,남,52,31.5,충남대학교,국립,67.56,학사,2012,연구개발,금융팀,No,No,133,56.4,9,101327189,베트남,78,74,88,54,49,88,58.2,NA,NA
1812,조가선,공채,여,40,22.5,경북대학교,국립,75.78,학사,2011,제조생산,마케팅팀,No,No,153,44.6,9,61318126,중국,67,97,95,89,71,15,62.5,NA,22
3280,최대관,공채,남,42,20.2,대전가톨릭대학교,기타,82.67,학사,2014,제조생산,기술팀,No,No,230,37.1,7,34414341,베트남,67,85,87,21,22,78,47.5,NA,16
3164,한경모,공채,남,51,34,연세대학교,top5,69.78,석사,2011,연구개발,생산팀,No,No,79,61.7,11,144779654,미국,99,86,87,23,26,8,42,NA,NA
1189,조경모,공채,남,26,4.3,충북대학교,기타,76.89,학사,2016,제조생산,생산팀,No,No,203,44.8,21,29428785,서울(본사),94,98,81,2,24,23,44.6,NA,4
2922,강건모,공채,남,39,19.6,국민대학교,기타,83.78,학사,2014,연구개발,마케팅팀,No,No,147,66.5,17,95127987,대전(연구소),81,74,98,92,73,22,64.5,NA,NA
1108,한규만,공채,남,29,11.5,한성대학교,기타,64.67,학사,2016,경영지원,생산팀,No,No,56,33.8,7,63715139,서울(본사),68,86,62,3,23,24,40.9,NA,NA
4571,임규만,인턴,남,29,21.2,충북대학교,기타,62,고졸,2012,연구개발,기술팀,No,Yes,34,47.5,9,96527987,베트남,92,90,67,29,12,61,46,NA,NA
433,최경택,공채,남,50,30.4,인하대학교,기타,83.11,학사,2015,마케팅영업,인력팀,No,No,95,43.1,7,97844620,미국,98,79,89,79,81,33,66.1,37617,NA
3833,한건우,공채,남,37,15.5,고려대학교,top5,72.44,학사,2015,마케팅영업,금융팀,No,No,31,46.2,15,73145417,일본,68,92,100,34,14,68,46.3,67418,NA
4995,조건섭,해외,남,33,13,서울대학교,top5,84.44,박사,2010,연구개발,신규서비스개발팀,Yes,No,375,83.5,16,129280278,대전(연구소),92,90,74,63,27,61,49.2,NA,NA
757,한건섭,공채,남,31,13.9,동국대학교,기타,88,학사,2012,제조생산,사업팀,Yes,No,377,34.2,1,70997709,미국,99,94,68,4,23,13,37.3,NA,9
350,한경륜,공채,남,33,13.6,경희대학교(국제캠퍼스),기타,88.89,학사,2011,제조생산,품질보증팀,No,No,173,57.4,15,34485278,베트남,92,98,78,34,43,41,57.3,NA,20
364,윤강백,공채,남,44,25,강릉원주대학교(강릉캠퍼스),기타,70.67,학사,2011,제조생산,품질보증팀,No,No,584,36.8,11,75434411,대전(연구소),88,82,87,28,25,9,45.2,NA,28
1195,임고운,공채,여,24,9.1,한양대학교(ERICA캠퍼스),기타,88.22,박사,2016,연구개발,기술팀,No,No,35,54.1,2,58857570,중국,68,95,82,3,9,4,41.8,NA,NA
509,윤기복,공채,남,38,19.6,서울시립대학교,기타,78,학사,2016,연구개발,기술팀,No,No,200,64.7,16,86574202,대전(연구소),97,68,96,31,20,16,49.4,NA,NA
3720,최규화,산학,여,36,18.1,고려대학교,top5,75.78,석사,2015,제조생산,기술팀,No,No,187,43.2,4,59002987,미국,75,94,89,11,18,15,37.4,NA,6
646,박권희,해외,여,37,23.5,한양대학교,top8,80,박사,2011,경영지원,기술팀,No,No,71,51.5,9,87044272,서울(본사),93,74,94,2,73,15,47.2,NA,NA
4779,정남훈,공채,남,26,7,경희(수원),기타,89.33,석사,2016,연구개발,사업팀,No,No,176,50.8,7,69428785,서울(본사),82,85,69,42,28,29,49.9,NA,NA
2940,한경무,공채,남,39,20.2,인하대학교,기타,88.22,석사,2014,연구개발,마케팅팀,No,No,80,73.1,4,114077987,미국,91,88,63,90,74,34,64.8,NA,NA
2494,장규강,공채,남,51,32.5,한밭대학교,기타,75.81,박사,2011,제조생산,인력팀,No,No,153,39.9,15,128973404,일본,91,74,80,79,85,21,63.2,NA,4
4569,조가은,산학,여,34,31.2,부산대학교,국립,91.33,석사,2012,연구개발,생산팀,No,Yes,39,88.2,9,136970765,일본,81,81,66,12,22,13,45.6,NA,NA
4182,강경모,공채,남,39,22.6,충남대학교,국립,79.11,학사,2016,마케팅영업,마케팅팀,No,No,59,41,8,58002987,서울(본사),81,85,82,93,70,16,62,13120,NA
1591,한경백,공채,남,45,27.2,연세대학교,top5,77.56,학사,2014,제조생산,생산팀,No,No,165,35.5,16,78700696,일본,87,93,80,25,21,21,45,NA,4
2210,정건우,공채,남,42,24.9,인하대학교,기타,87.67,전문대,2012,마케팅영업,마케팅팀,Yes,No,241,67.9,8,65289341,서울(본사),92,87,98,95,18,69,52,79758,NA
5466,여군길,공채,남,32,13.5,충북대학교,기타,68.22,학사,2014,연구개발,마케팅팀,No,No,86,36.2,7,59301494,베트남,99,70,83,93,72,58,66.9,NA,NA
1256,장경택,공채,남,33,15.9,한양대학교,top8,80.89,학사,2010,마케팅영업,인력팀,Yes,No,187,42.5,21,46430278,서울(본사),91,83,81,74,18,18,43.3,54710,NA
2008,정건우,산학,남,50,28.1,경북대학교,국립,70.67,학사,2012,마케팅영업,인력팀,No,No,175,67.6,9,110319620,미국,76,78,97,80,77,72,65.2,97788,NA
1068,주공민,공채,남,33,15.3,동의대학교,기타,84.22,고졸,2015,연구개발,생산팀,No,No,43,57.3,7,57430278,베트남,81,83,76,3,4,44,48,NA,NA
1127,윤규범,공채,남,29,10.7,세종대학교,기타,86.22,학사,2016,제조생산,생산팀,No,No,179,50.3,19,8715139,베트남,77,83,69,23,11,49,52.7,NA,16
5703,조경수,인턴,남,25,4.8,연세대학교,top5,70.89,석사,2016,연구개발,품질보증팀,No,No,92,41,22,83000000,일본,88,66,66,23,50,34,47,NA,NA
5295,윤기민,공채,남,33,15,부산대학교,국립,87.78,학사,2010,연구개발,마케팅팀,No,No,75,63.5,4,77050278,베트남,98,80,71,92,73,40,64.6,NA,NA
4942,장강주,공채,여,27,8.7,한양대학교,top8,86,학사,2015,마케팅영업,마케팅팀,No,No,20,52.3,10,57043924,미국,92,73,86,92,71,71,66.8,41966,NA
5740,임강만,공채,남,28,12.6,서울대학교,top5,76.51,박사,2016,마케팅영업,인력팀,No,No,109,22.4,22,92286354,미국,90,83,72,79,82,27,64.1,111947,NA
3551,박국길,공채,남,43,25.4,숭실대학교,기타,78.44,전문대,2011,마케팅영업,기술팀,Yes,No,188,63.2,21,70993126,서울(본사),67,74,90,28,13,69,45.1,122912,NA
4039,강국만,공채,남,48,31.6,국민대학교,기타,82.44,학사,2015,마케팅영업,생산팀,No,No,17,31.9,14,89987050,일본,69,72,70,12,33,14,42.4,59078,NA
3984,한강수,공채,남,37,16.1,서강대학교,top8,72.89,고졸,2015,제조생산,사업팀,No,No,191,37,19,23145417,베트남,78,80,99,43,55,42,55.2,NA,17
1792,윤강민,공채,남,42,31.6,부경대학교,기타,73.11,학사,2011,연구개발,신규서비스개발팀,No,Yes,90,45,11,158477189,일본,92,83,65,43,30,79,47.7,NA,NA
3265,정건도,공채,남,40,23.4,인하대학교,기타,79.33,석사,2011,제조생산,기술팀,Yes,No,584,38.9,14,66231772,서울(본사),98,98,94,3,40,22,37,NA,14
1811,이경모,해외,남,30,8.7,국민대학교,기타,85.11,학사,2011,제조생산,생산팀,No,No,170,49.7,13,54993924,서울(본사),86,79,66,19,8,24,48.6,NA,3
4069,윤경순,산학,여,38,25.2,인디아나주립대학,수도권,84,학사,2015,연구개발,기술팀,No,No,5,56.7,10,82985557,서울(본사),99,85,71,32,17,28,47,NA,NA
1708,주규로,인턴,남,41,22.4,한양대학교,top8,80.22,학사,2014,경영지원,마케팅팀,No,No,8,37.2,19,64260557,베트남,99,81,81,91,74,41,65.2,NA,NA
2886,임규리,공채,여,38,23,경희대학교(국제캠퍼스),기타,91.86,학사,2014,연구개발,기술팀,No,No,34,83.8,7,85985557,대전(연구소),96,87,100,21,2,16,43.5,NA,NA
4151,강경율,공채,남,37,15.3,서울과학기술대학교,기타,89.33,전문대,2016,경영지원,기술팀,No,No,62,35.8,12,50145417,베트남,72,97,73,23,9,24,40.5,NA,NA
2939,윤건우,공채,남,40,19.6,중앙대학교,기타,69.78,고졸,2014,경영지원,생산팀,Yes,No,240,46,10,57431772,베트남,95,84,86,21,25,34,37.7,NA,NA
4707,장국영,공채,여,27,13.4,부산대학교,국립,88.44,학사,2014,연구개발,기술팀,No,No,33,49.6,13,66668924,중국,69,99,79,21,19,17,36,NA,NA
3531,시건모,공채,남,39,31.5,인하대학교,기타,75.78,학사,2015,제조생산,마케팅팀,No,Yes,258,22.6,24,83290835,서울(본사),80,75,71,89,73,31,66,NA,10
4064,임경미,공채,여,36,22.4,한양대학교,top8,75.11,학사,2015,연구개발,인력팀,No,No,33,48.4,5,54002987,베트남,91,72,93,87,70,32,58.2,NA,NA
2056,조군모,공채,남,41,31.1,국민대학교,기타,67.56,석사,2011,제조생산,생산팀,Yes,Yes,630,72.1,4,99348404,대전(연구소),77,76,74,23,21,5,42,NA,36
4345,조국만,인턴,남,32,11.5,고려대학교,top5,66,전문대,2012,경영지원,생산팀,No,No,86,44.5,24,43845244,베트남,78,77,88,21,31,50,45.7,NA,NA
1578,강경율,공채,남,34,11.8,서울대학교,수도권,67.11,석사,2013,제조생산,생산팀,No,No,263,37.3,14,69359063,일본,72,95,72,10,20,27,44.8,NA,2
4832,여가덕,공채,남,32,12.9,한국외국어대학교,기타,75.56,학사,2012,경영지원,인력팀,Yes,No,197,24.4,15,47576494,베트남,73,71,66,78,24,54,48.6,NA,NA
5499,이기천,인턴,남,32,11,전북대학교,기타,73.56,고졸,2014,제조생산,기술팀,No,No,182,50.6,22,59301494,일본,84,91,78,20,18,28,46.9,NA,3
1046,최규광,공채,남,29,11.4,한양대학교,top8,79.33,학사,2015,경영지원,생산팀,No,No,89,28.6,9,66715139,서울(본사),94,67,100,6,8,20,39.6,NA,NA
5403,주강길,인턴,남,29,18.3,서울대학교,top5,78.6,석사,2013,제조생산,기술팀,No,Yes,162,64.3,19,79877987,서울(본사),83,87,84,21,9,14,46,NA,2
422,윤규강,공채,남,33,13,중앙대학교,기타,84.22,학사,2011,경영지원,생산팀,No,No,8,40.3,14,103742778,일본,81,85,65,21,29,19,43.3,NA,NA
1134,이경태,공채,남,29,6.6,한국해양대학교,기타,88,학사,2016,제조생산,생산팀,No,No,159,43.8,19,33715139,서울(본사),72,80,62,5,25,22,45.3,NA,2
4804,정경아,공채,여,29,14.8,연세대학교,top5,76,박사,2011,연구개발,생산팀,Yes,No,346,66.9,5,83513994,서울(본사),89,94,62,21,15,25,42,NA,NA
3955,강강미,공채,여,42,28.4,한밭대학교,기타,90.44,학사,2015,제조생산,기술팀,No,No,120,36.4,13,23700696,베트남,70,94,67,14,17,57,44.5,NA,14
5239,강교묵,공채,남,28,8.5,GEORGE WASHINGTON UNIV.,해외,88.25,박사,2016,제조생산,생산팀,No,No,196,22.5,24,37286354,베트남,97,79,76,28,32,37,48.6,NA,17
3826,장규만,공채,남,53,33.3,성균관대학교,top8,79.33,학사,2014,경영지원,생산팀,No,No,40,25.3,6,105130974,서울(본사),98,71,69,34,35,24,46.6,NA,NA
5509,하남헌,공채,남,39,20.7,아주대학교,기타,67.56,박사,2012,연구개발,기술팀,No,No,126,68.3,2,134465487,서울(본사),88,86,66,1,25,4,44,NA,NA
3874,임기룡,산학,남,43,23.3,연세대학교,top5,81.56,석사,2015,마케팅영업,생산팀,No,No,47,54.7,14,66718126,서울(본사),81,66,99,40,28,32,44.1,21076,NA
1932,정경윤,공채,여,38,23.7,인하대학교,기타,93.56,석사,2011,연구개발,기술팀,No,No,71,61.8,3,118035557,미국,80,76,62,17,9,14,43.6,NA,NA
927,조가영,공채,여,28,14,한양대학교,top8,86,학사,2012,제조생산,마케팅팀,No,No,120,53.2,13,40885209,서울(본사),86,75,97,70,73,39,65,NA,4
714,임강만,해외,남,31,14.4,OHIO STATE UNIVERSITY,해외,90.5,학사,2012,제조생산,생산팀,No,No,153,43.4,24,68122709,일본,92,78,64,1,29,32,44.6,NA,2
